item_id,item_type,group_id,status,note,context
S11.002.n01,number,445,located,,A naive feature scheme that concatenates per-channel statistics and all cross-channel pairs is channel-count dependent and ill-posed: it produces 445 features for a 4-channel run and 1465 for an 8-cha
S11.002.n02,number,4,located,,A naive feature scheme that concatenates per-channel statistics and all cross-channel pairs is channel-count dependent and ill-posed: it produces 445 features for a 4-channel run and 1465 for an 8-cha
S11.002.n03,number,1465,located,,A naive feature scheme that concatenates per-channel statistics and all cross-channel pairs is channel-count dependent and ill-posed: it produces 445 features for a 4-channel run and 1465 for an 8-cha
S11.002.n04,number,8,located,,A naive feature scheme that concatenates per-channel statistics and all cross-channel pairs is channel-count dependent and ill-posed: it produces 445 features for a 4-channel run and 1465 for an 8-cha
S11.002.n05,number,100,located,,A naive feature scheme that concatenates per-channel statistics and all cross-channel pairs is channel-count dependent and ill-posed: it produces 445 features for a 4-channel run and 1465 for an 8-cha
S11.003,sentence,,located,0.75,"Such a space overfits, is not comparable across runs with different channel counts, and silently inflates the apparent dimensionality."
S11.004,sentence,,located,0.79,We therefore aggregate each statistic family across physical channels (taking the mean and the max over channels) and summarize each aggregated series over a rolling window with four descriptors (mean
S11.005,sentence,,located,,This yields a fixed 49-dimensional space that is identical across 4and 8-channel assets and directly comparable across datasets.
S11.005.n01,number,49,located,,This yields a fixed 49-dimensional space that is identical across 4and 8-channel assets and directly comparable across datasets.
S11.005.n02,number,4,located,,This yields a fixed 49-dimensional space that is identical across 4and 8-channel assets and directly comparable across datasets.
S11.005.n03,number,8,located,,This yields a fixed 49-dimensional space that is identical across 4and 8-channel assets and directly comparable across datasets.
S11.006,sentence,,located,,A train-fit variance top-k selection (k ≤ 50) then guarantees p < n.
S11.006.n01,number,50,located,,A train-fit variance top-k selection (k ≤ 50) then guarantees p < n.
S11.007,sentence,,located,,"All scaling is fit on the training split only, so no test-region statistic leaks into the features."
S12.001,sentence,,located,1.00,Lead-time metrics that reference an arbitrary positional marker (e.g.
S12.002,sentence,,located,1.00,"“the first 5% of the test window is normal”) are gameable, because the marker is not tied to the physics of the run."
S12.002.n01,number,5%,located,,"“the first 5% of the test window is normal”) are gameable, because the marker is not tied to the physics of the run."
S12.003,sentence,,located,0.88,We instead compute a single degradation onset to per run from a scalar health indicator h(t).
S12.004,sentence,,located,,The default indicator is the element-wise maximum of two baseline-standardized trends—the mean-RMS trend and the mean-kurtosis trend— so that it responds to whichever degradation mode (amplitude growt
S12.004.n01,number,1,located,,The default indicator is the element-wise maximum of two baseline-standardized trends—the mean-RMS trend and the mean-kurtosis trend— so that it responds to whichever degradation mode (amplitude growt
S12.005,sentence,,located,,"With band β = µb + kσb (default k = 4), the onset is the start of the last sustained excursion above β before failure, to = min{ t ∈ Rlast : h(t) > β }, (2) where Rlast is the final run of consecutive"
S12.005.n01,number,4,located,,"With band β = µb + kσb (default k = 4), the onset is the start of the last sustained excursion above β before failure, to = min{ t ∈ Rlast : h(t) > β }, (2) where Rlast is the final run of consecutive"
S12.005.n02,number,2,located,,"With band β = µb + kσb (default k = 4), the onset is the start of the last sustained excursion above β before failure, to = min{ t ∈ Rlast : h(t) > β }, (2) where Rlast is the final run of consecutive"
S12.006,sentence,,located,,"Using the last sustained excursion makes the onset robust to early run-in transients and to the single trailing machine-off sample, both of which can otherwise spuriously mark an early onset."
S12.007,sentence,,located-manual,signposting removed: Algorithm 1 referenced in Sec. 4.3 P3,Algorithm 1 states the procedure.
S12.008,sentence,,located,,Algorithm 1 Leakage-free terminal degradation onset The terminal-excursion rule has a predictable bias.
S12.009,sentence,,located,,"The onset fires at the first sample of the last sustained excursion above the band β = µb + kσb, so for a degradation ramp of slope m the estimator is late by approximately kσb/m, with a standard devi"
S12.010,sentence,,located,,"The persistence requirement P does not enter this bias: Algorithm 1 returns min Rlast, the start of the qualifying run, so P governs which excursions are admitted rather than delaying the timestamp re"
S12.011,sentence,,located,,"Both bias and spread scale inversely with the ramp slope: the estimator is near-unbiased and stable under abrupt degradation, where the delay falls to the sampling interval ∆t alone, and systematicall"
S12.012,sentence,,located,,"This accounts for the pattern in Table 3, where the abrupt first IMS test agrees across all three health indicators at 98-99% of span while the slow-degrading second and third tests move substantially"
S12.012.n01,number,98,located,,"This accounts for the pattern in Table 3, where the abrupt first IMS test agrees across all three health indicators at 98-99% of span while the slow-degrading second and third tests move substantially"
S12.012.n02,number,99%,located,,"This accounts for the pattern in Table 3, where the abrupt first IMS test agrees across all three health indicators at 98-99% of span while the slow-degrading second and third tests move substantially"
S12.013,sentence,,located,,"The persistence (5 samples) and gap (10 samples) tolerances of Algorithm 1 are fixed in samples of the health-indicator series, not physical time, and are held constant across datasets."
S12.013.n01,number,5,located,,"The persistence (5 samples) and gap (10 samples) tolerances of Algorithm 1 are fixed in samples of the health-indicator series, not physical time, and are held constant across datasets."
S12.013.n02,number,10,located,,"The persistence (5 samples) and gap (10 samples) tolerances of Algorithm 1 are fixed in samples of the health-indicator series, not physical time, and are held constant across datasets."
S12.014,sentence,,located,,"The datasets are logged at different native intervals (∼10 min per snapshot for IMS after resampling to a uniform grid, 1 min for XJTU-SY, and 10 s for FEMTO and ONGC), so the same 5/10-sample bars co"
S12.014.n01,number,10,located,,"The datasets are logged at different native intervals (∼10 min per snapshot for IMS after resampling to a uniform grid, 1 min for XJTU-SY, and 10 s for FEMTO and ONGC), so the same 5/10-sample bars co"
S12.014.n02,number,1,located,,"The datasets are logged at different native intervals (∼10 min per snapshot for IMS after resampling to a uniform grid, 1 min for XJTU-SY, and 10 s for FEMTO and ONGC), so the same 5/10-sample bars co"
S12.014.n03,number,10,located,,"The datasets are logged at different native intervals (∼10 min per snapshot for IMS after resampling to a uniform grid, 1 min for XJTU-SY, and 10 s for FEMTO and ONGC), so the same 5/10-sample bars co"
S12.014.n04,number,5/10,located,,"The datasets are logged at different native intervals (∼10 min per snapshot for IMS after resampling to a uniform grid, 1 min for XJTU-SY, and 10 s for FEMTO and ONGC), so the same 5/10-sample bars co"
S12.014.n05,number,50/100,located,,"The datasets are logged at different native intervals (∼10 min per snapshot for IMS after resampling to a uniform grid, 1 min for XJTU-SY, and 10 s for FEMTO and ONGC), so the same 5/10-sample bars co"
S12.014.n06,number,5/10,located,,"The datasets are logged at different native intervals (∼10 min per snapshot for IMS after resampling to a uniform grid, 1 min for XJTU-SY, and 10 s for FEMTO and ONGC), so the same 5/10-sample bars co"
S12.014.n07,number,50/100,located,,"The datasets are logged at different native intervals (∼10 min per snapshot for IMS after resampling to a uniform grid, 1 min for XJTU-SY, and 10 s for FEMTO and ONGC), so the same 5/10-sample bars co"
