item_id,item_type,group_id,value,section,location_kind,location,context,claim_ids,protected
S05.002,sentence,,,Uncertainty Quantification and Conformal Prediction,body,Uncertainty Quantification and Conformal Prediction,"We wire conformal calibration into the lead-time pipeline and test the guarantee empirically across runs, including a run where exchangeability provably fails because the “normal” region already contains degradation.",C032,
S06.001,sentence,,,Vibration Features,body,Vibration Features,"Bearing-defect frequencies, spectral kurtosis (Antoni, 2006) and envelope (demodulation) analysis (Randall & Antoni, 2011) are the classical frequency-domain tools for bearing diagnostics.",,
S06.002,sentence,,,Vibration Features,body,Vibration Features,"We include fast Fourier transform (FFT) band energies, spectral kurtosis and Hilbert-envelope amplitudes at the bearing characteristic frequencies, and ablate them against time-domain statistics to see which family carries prognostic lead time under the gated metric.",C084,
S07.001,sentence,,,SCADA-Based Condition Monitoring,body,SCADA-Based Condition Monitoring,"Tautz-Weinert and Watson (2017) review SCADA-data condition monitoring and note that historian aggregation is a recognized but under-quantified concern: practitioners suspect that coarse averaging hurts fault detection, but the effect has not been measured with a principled warning-time metric.",,
S07.002,sentence,,,SCADA-Based Condition Monitoring,body,SCADA-Based Condition Monitoring,"We address this gap and find that, for bearing faults, the concern is not borne out.",,
S08.001,sentence,,,Datasets,body,Datasets,"We use four inferential run-to-failure datasets and a singleasset real-historian case study (Table 1), chosen so the sampling claim is tested under different conditions: a highrate raw-waveform rig where aggregation can be simulated faithfully (IMS), two multi-bearing campaigns (XJTU-SY and FEMTO/PRONOSTIA) that supply the statistical power a three-run rig cannot, a second modern constant-condition rig (Ferrara), and a historian stream that already is SCADArate data (ONGC, Appendix D.2).",C013;C014,
S08.002,sentence,,,Datasets,body,Datasets,"XJTU-SY (n = 10) is the primary inferential dataset; IMS (n = 3) is retained for its raw-waveform access, which permits the faithful aggregate/decimate simulation and the mechanism analysis (Appendix D.1).",C015,
S08.002.n01,number,10,10,Datasets,body,Datasets,"XJTU-SY (n = 10) is the primary inferential dataset; IMS (n = 3) is retained for its raw-waveform access, which permits the faithful aggregate/decimate simulation and the mechanism analysis (Appendix D.1).",,
S08.002.n02,number,3,3,Datasets,body,Datasets,"XJTU-SY (n = 10) is the primary inferential dataset; IMS (n = 3) is retained for its raw-waveform access, which permits the faithful aggregate/decimate simulation and the mechanism analysis (Appendix D.1).",,
S08.003,sentence,,,Datasets,body,Datasets,"The NASA/IMS dataset (Qiu, Lee, Lin, & Yu, 2006) provides raw 20.48 kHz accelerometer waveforms for three run-to-failure tests on a shaft loaded with four bearings, so frequency-domain features (spectral kurtosis, envelope) are meaningful; the coarsening sweep itself acts on the windowed feature vectors, not the waveform (Section 4.8).",,
S08.003.n01,number,20.48,20.48,Datasets,body,Datasets,"The NASA/IMS dataset (Qiu, Lee, Lin, & Yu, 2006) provides raw 20.48 kHz accelerometer waveforms for three run-to-failure tests on a shaft loaded with four bearings, so frequency-domain features (spectral kurtosis, envelope) are meaningful; the coarsening sweep itself acts on the windowed feature vectors, not the waveform (Section 4.8).",,
S08.004,sentence,,,Datasets,body,Datasets,The failure label of IMS test 3 is set as documented in the released repository and justified in Appendix C.,,
S08.004.n01,number,3,3,Datasets,body,Datasets,The failure label of IMS test 3 is set as documented in the released repository and justified in Appendix C.,,
S08.005,sentence,,,Datasets,body,Datasets,"The XJTU-SY dataset (Wang et al., 2020) contributes ten run-to-failure bearings under two operating conditions (five each) at 25.6 kHz, in 1.28 s snapshots once per minute.",,
S08.005.n01,number,25.6,25.6,Datasets,body,Datasets,"The XJTU-SY dataset (Wang et al., 2020) contributes ten run-to-failure bearings under two operating conditions (five each) at 25.6 kHz, in 1.28 s snapshots once per minute.",,
S08.005.n02,number,1.28,1.28,Datasets,body,Datasets,"The XJTU-SY dataset (Wang et al., 2020) contributes ten run-to-failure bearings under two operating conditions (five each) at 25.6 kHz, in 1.28 s snapshots once per minute.",,
S08.006,sentence,,,Datasets,body,Datasets,"With n = 10 it gives the strongest generalization test here; its lifetimes range widely (52-533 min), stressing the metric with both long-degrading and abrupt-failure bearings.",C019,
S08.006.n01,number,10,10,Datasets,body,Datasets,"With n = 10 it gives the strongest generalization test here; its lifetimes range widely (52-533 min), stressing the metric with both long-degrading and abrupt-failure bearings.",,
S08.006.n02,number,52,52,Datasets,body,Datasets,"With n = 10 it gives the strongest generalization test here; its lifetimes range widely (52-533 min), stressing the metric with both long-degrading and abrupt-failure bearings.",,
S08.006.n03,number,533,533,Datasets,body,Datasets,"With n = 10 it gives the strongest generalization test here; its lifetimes range widely (52-533 min), stressing the metric with both long-degrading and abrupt-failure bearings.",,
S08.007,sentence,,,Datasets,body,Datasets,"The FEMTO/PRONOSTIA platform (Nectoux et al., 2012) contributes six Learning_set bearings under three operating conditions, with horizontal and vertical accelerometers sampled at 25.6 kHz in 0.1 s snapshots every 10 s.",C017,
S08.007.n01,number,25.6,25.6,Datasets,body,Datasets,"The FEMTO/PRONOSTIA platform (Nectoux et al., 2012) contributes six Learning_set bearings under three operating conditions, with horizontal and vertical accelerometers sampled at 25.6 kHz in 0.1 s snapshots every 10 s.",,
S08.007.n02,number,0.1,0.1,Datasets,body,Datasets,"The FEMTO/PRONOSTIA platform (Nectoux et al., 2012) contributes six Learning_set bearings under three operating conditions, with horizontal and vertical accelerometers sampled at 25.6 kHz in 0.1 s snapshots every 10 s.",,
S08.007.n03,number,10,10,Datasets,body,Datasets,"The FEMTO/PRONOSTIA platform (Nectoux et al., 2012) contributes six Learning_set bearings under three operating conditions, with horizontal and vertical accelerometers sampled at 25.6 kHz in 0.1 s snapshots every 10 s.",,
S08.008,sentence,,,Datasets,body,Datasets,"Only the Learning_set bearings run to the platform’s 20 g vibration stop, so a failure, and hence a lead time, is observed; the Test_set/Validation_set copies are truncated mid-life for the IEEE PHM 2012 RUL challenge and would leave lead time undefined.",C017,
S08.008.n01,number,20,20,Datasets,body,Datasets,"Only the Learning_set bearings run to the platform’s 20 g vibration stop, so a failure, and hence a lead time, is observed; the Test_set/Validation_set copies are truncated mid-life for the IEEE PHM 2012 RUL challenge and would leave lead time undefined.",,
S08.008.n02,number,2012,2012,Datasets,body,Datasets,"Only the Learning_set bearings run to the platform’s 20 g vibration stop, so a failure, and hence a lead time, is observed; the Test_set/Validation_set copies are truncated mid-life for the IEEE PHM 2012 RUL challenge and would leave lead time undefined.",,
S08.009,sentence,,,Datasets,body,Datasets,Lifetimes span ∼1.4-7.8 h.,C019,
S08.009.n01,number,1.4,1.4,Datasets,body,Datasets,Lifetimes span ∼1.4-7.8 h.,,
S08.009.n02,number,7.8,7.8,Datasets,body,Datasets,Lifetimes span ∼1.4-7.8 h.,,
S08.010,sentence,,,Datasets,body,Datasets,"We exclude the Paderborn dataset (Lessmeier, Kimotho, Zimmer, & Sextro, 2016): its pre-damaged bearings are measured at fixed conditions for fault classification, with no degradation timeline and no failure event, so it cannot test a lead-time or sampling claim, and using it would be a category error rather than a larger dataset count.",C016;C058,
S08.011,sentence,,,Datasets,body,Datasets,University of Ferrara.,,
S08.012,sentence,,,Datasets,body,Datasets,"The Ferrara dataset (Arpa, Gabrielli, & Battarra, 2024) contributes an independent 2024 campaign: six self-aligning double-row ball bearings under constant speed and radial load, with continuous uniaxial vibration at 25.6 kHz over each bearing’s entire lifecycle (five-second contiguous snapshots).",C018,
S08.012.n01,number,2024,2024,Datasets,body,Datasets,"The Ferrara dataset (Arpa, Gabrielli, & Battarra, 2024) contributes an independent 2024 campaign: six self-aligning double-row ball bearings under constant speed and radial load, with continuous uniaxial vibration at 25.6 kHz over each bearing’s entire lifecycle (five-second contiguous snapshots).",,
S08.012.n02,number,25.6,25.6,Datasets,body,Datasets,"The Ferrara dataset (Arpa, Gabrielli, & Battarra, 2024) contributes an independent 2024 campaign: six self-aligning double-row ball bearings under constant speed and radial load, with continuous uniaxial vibration at 25.6 kHz over each bearing’s entire lifecycle (five-second contiguous snapshots).",,
S08.013,sentence,,,Datasets,body,Datasets,"Lifetimes span 0.7-6.8 h, similar to FEMTO.",C019,
S08.013.n01,number,0.7,0.7,Datasets,body,Datasets,"Lifetimes span 0.7-6.8 h, similar to FEMTO.",,
S08.013.n02,number,6.8,6.8,Datasets,body,Datasets,"Lifetimes span 0.7-6.8 h, similar to FEMTO.",,
S08.014,sentence,,,Datasets,body,Datasets,"Fixed operating conditions make it directly compatible with our onset detector without normalization; we use all six runs (E1-E6), duplicating the single channel into the two channel slots so the channel-invariant schema applies unchanged.",C020;C082;C120,
S08.015,sentence,,,Datasets,body,Datasets,"Like FEMTO and XJTU-SY, its short lifetimes mean it cannot confirm or deny the IMS positive trend.",,
S10.001,sentence,,,Problem Formulation and Notation,body,Problem Formulation and Notation,For each run we observe snapshots indexed by time t.,,
S10.002,sentence,,,Problem Formulation and Notation,body,Problem Formulation and Notation,"A feature extractor maps each snapshot (and a short trailing window) to xt ∈ Rd; a detector assigns a score st and, through a threshold and a persistence filter, an alarm indicator at ∈ {0, 1}.",C068,
